Segment,File Name,transcription_0,transcription_20,transcription_40,transcription_60,Reaction Time (s),Min Volume (dB),Max Volume (dB),Silence Threshold (dB),Length (s)
NDU_3,recording_verval_resp_a_2025-01-02_15h48.24.724.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-67.08163452148438,-5,3.67
NDU_3,recording_verval_resp_a_2025-01-02_15h48.27.333.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-67.38643646240234,-5,3.69
NDU_3,recording_verval_resp_a_2025-01-02_15h48.29.937.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.087,-100.0,-66.78717041015625,-5,3.71
NDU_3,recording_verval_resp_a_2025-01-02_15h48.32.537.wav,NO,NO,NO,NO,1.627,-100.0,-52.03272247314453,-5,3.71
NDU_3,recording_verval_resp_a_2025-01-02_15h48.35.143.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-67.38643646240234,-5,3.72
NDU_3,recording_verval_resp_a_2025-01-02_15h48.37.742.wav,NO,NO,NO,NO,1.86,-100.0,-52.46710968017578,-5,3.65
NDU_3,recording_verval_resp_a_2025-01-02_15h48.40.341.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-65.70001983642578,-5,3.69
NDU_3,recording_verval_resp_a_2025-01-02_15h48.42.947.wav,YES,YES,YES,YES,2.19,-100.0,-50.1796760559082,-5,3.61
NDU_3,recording_verval_resp_a_2025-01-02_15h48.45.547.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-65.44823455810547,-5,3.72
NDU_3,recording_verval_resp_a_2025-01-02_15h48.48.147.wav,YES,YES,YES,YES,2.64,-100.0,-47.60634613037109,-5,3.7
NDU_3,recording_verval_resp_a_2025-01-02_15h48.50.756.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-65.70001983642578,-5,3.7
NDU_3,recording_verval_resp_a_2025-01-02_15h48.53.355.wav,NO,NO,NO,NO,2.28,-100.0,-54.60240173339844,-5,3.67
NDU_3,recording_verval_resp_a_2025-01-02_15h48.55.950.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.021,-100.0,-59.938720703125,-5,3.65
NDU_3,recording_verval_resp_a_2025-01-02_15h48.58.549.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-66.22659301757812,-5,3.71
NDU_3,recording_verval_resp_a_2025-01-02_15h49.01.145.wav,NO,NO,NO,NO,1.536,-100.0,-52.24720001220703,-5,3.65
NDU_3,recording_verval_resp_a_2025-01-02_15h49.03.755.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-64.96556091308594,-5,3.73
NDU_3,recording_verval_resp_a_2025-01-02_15h49.06.353.wav,NO,NO,NO,NO,1.05,-100.0,-53.16234970092773,-5,3.66
NDU_3,recording_verval_resp_a_2025-01-02_15h49.08.951.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-66.78717041015625,-5,3.71
NDU_3,recording_verval_resp_a_2025-01-02_15h49.11.540.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-66.22659301757812,-5,3.74
NDU_3,recording_verval_resp_a_2025-01-02_15h49.14.139.wav,NO,NO,NO,NO,0.87,-100.0,-52.3564567565918,-5,3.77
NDU_3,recording_verval_resp_a_2025-01-02_15h49.16.727.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-64.96556091308594,-5,3.72
NDU_3,recording_verval_resp_a_2025-01-02_15h49.19.336.wav,NO,NO,NO,NO,3.06,-100.0,-52.41160583496094,-5,3.67
NDU_3,recording_verval_resp_a_2025-01-02_15h49.21.935.wav,NO,NO,NO,NO,2.085,-100.0,-52.57918548583984,-5,3.62
NDU_3,recording_verval_resp_a_2025-01-02_15h49.24.543.wav,YES,YES,YES,YES,1.905,-100.0,-52.19307708740234,-5,3.74
NDU_3,recording_verval_resp_a_2025-01-02_15h49.27.144.wav,YES,YES,YES,YES,3.27,-100.0,-53.10224151611328,-5,3.66
NDU_3,recording_verval_resp_a_2025-01-02_15h49.29.747.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-65.44823455810547,-5,3.55
NDU_3,recording_verval_resp_a_2025-01-02_15h49.32.345.wav,NO,NO,NO,NO,2.355,-100.0,-53.78750228881836,-5,3.62
NDU_3,recording_verval_resp_a_2025-01-02_15h49.34.948.wav,YES,YES,YES,YES,1.575,-100.0,-49.96833419799805,-5,3.55
NDU_4,recording_verval_resp_a_2025-01-02_15h49.50.642.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.011,-100.0,-66.22659301757812,-5,3.63
NDU_4,recording_verval_resp_a_2025-01-02_15h49.53.238.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-66.50236511230469,-5,3.66
NDU_4,recording_verval_resp_a_2025-01-02_15h49.55.841.wav,YES,YES,YES,YES,2.257,-100.0,-53.10224151611328,-5,3.63
NDU_4,recording_verval_resp_a_2025-01-02_15h49.58.438.wav,NO,NO,NO,NO,2.37,-100.0,-50.7545280456543,-5,3.66
NDU_4,recording_verval_resp_a_2025-01-02_15h50.01.040.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-67.38643646240234,-5,3.73
NDU_4,recording_verval_resp_a_2025-01-02_15h50.03.648.wav,YES,YES,YES,YES,2.302,-100.0,-53.10224151611328,-5,3.72
NDU_4,recording_verval_resp_a_2025-01-02_15h50.06.249.wav,YES,YES,YES,YES,2.473,-100.0,-52.92436599731445,-5,3.69
NDU_4,recording_verval_resp_a_2025-01-02_15h50.08.844.wav,NO,NO,NO,NO,3.03,-100.0,-52.86587142944336,-5,3.71
NDU_4,recording_verval_resp_a_2025-01-02_15h50.11.454.wav,YES,YES,YES,YES,2.64,-100.0,-51.51861190795898,-5,3.71
NDU_4,recording_verval_resp_a_2025-01-02_15h50.14.051.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-67.38643646240234,-5,3.68
NDU_4,recording_verval_resp_a_2025-01-02_15h50.16.660.wav,YES,YES,YES,YES,0.077,-100.0,-54.81865692138672,-5,3.73
NDU_4,recording_verval_resp_a_2025-01-02_15h50.19.257.wav,NO,NO,NO,NO,0.195,-100.0,-52.57918548583984,-5,3.77
NDU_4,recording_verval_resp_a_2025-01-02_15h50.21.865.wav,YES,YES,YES,YES,1.83,-100.0,-51.875267028808594,-5,3.75
NDU_4,recording_verval_resp_a_2025-01-02_15h50.24.467.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-67.38643646240234,-5,3.73
NDU_4,recording_verval_resp_a_2025-01-02_15h50.27.068.wav,NO,NO,NO,NO,0.022,-100.0,-55.90581512451172,-5,3.75
NDU_4,recording_verval_resp_a_2025-01-02_15h50.29.672.wav,NO,NO,NO,NO,1.71,-100.0,-51.82341003417969,-5,3.74
NDU_4,recording_verval_resp_a_2025-01-02_15h50.32.271.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-67.38643646240234,-5,3.64
NDU_4,recording_verval_resp_a_2025-01-02_15h50.34.861.wav,YES,YES,YES,YES,0.18,-100.0,-54.39139938354492,-5,3.69
NDU_4,recording_verval_resp_a_2025-01-02_15h50.37.458.wav,NO,NO,NO,NO,1.725,-100.0,-55.11564254760742,-5,3.66
NDU_4,recording_verval_resp_a_2025-01-02_15h50.40.042.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-65.70001983642578,-5,3.68
NDU_4,recording_verval_resp_a_2025-01-02_15h50.42.652.wav,NO,NO,NO,NO,1.59,-100.0,-52.46710968017578,-5,3.73
NDU_4,recording_verval_resp_a_2025-01-02_15h50.45.249.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-66.78717041015625,-5,3.64
NDU_4,recording_verval_resp_a_2025-01-02_15h50.47.857.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-67.38643646240234,-5,3.66
NDU_4,recording_verval_resp_a_2025-01-02_15h50.50.451.wav,NO,NO,NO,NO,2.205,-100.0,-52.30165481567383,-5,3.75
NDU_4,recording_verval_resp_a_2025-01-02_15h50.53.049.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-67.38643646240234,-5,3.67
NDU_4,recording_verval_resp_a_2025-01-02_15h50.55.644.wav,YES,YES,YES,YES,0.12,-100.0,-54.18540191650391,-5,3.71
NDU_4,recording_verval_resp_a_2025-01-02_15h50.58.251.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-67.70232391357422,-5,3.64
NDU_4,recording_verval_resp_a_2025-01-02_15h51.00.847.wav,YES,YES,YES,YES,1.5,-100.0,-50.22257232666016,-5,3.68
NDU_4,recording_verval_resp_a_2025-01-02_15h51.03.458.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-66.78717041015625,-5,3.72
NDU_4,recording_verval_resp_a_2025-01-02_15h51.06.055.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-65.95932006835938,-5,3.68
NDU_4,recording_verval_resp_a_2025-01-02_15h51.08.655.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.005,-100.0,-66.78717041015625,-5,3.71
NDU_4,recording_verval_resp_a_2025-01-02_15h51.11.243.wav,NO,NO,NO,NO,0.747,-100.0,-52.86587142944336,-5,3.72
NDU_4,recording_verval_resp_a_2025-01-02_15h51.13.843.wav,NO,NO,NO,NO,1.654,-100.0,-53.28382873535156,-5,3.76
NDU_4,recording_verval_resp_a_2025-01-02_15h51.16.433.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-66.50236511230469,-5,3.66
NDU_4,recording_verval_resp_a_2025-01-02_15h51.19.032.wav,YES,YES,YES,YES,2.04,-100.0,-50.66357421875,-5,3.69
NDU_4,recording_verval_resp_a_2025-01-02_15h51.21.622.wav,YES,YES,YES,YES,2.955,-100.0,-53.04254150390625,-5,3.67
NDU_4,recording_verval_resp_a_2025-01-02_15h51.24.223.wav,NO,NO,NO,NO,2.13,-100.0,-53.16234970092773,-5,3.74
NDU_4,recording_verval_resp_a_2025-01-02_15h51.26.824.wav,YES,YES,YES,YES,3.282,-100.0,-51.27254104614258,-5,3.7
NDU_4,recording_verval_resp_a_2025-01-02_15h51.29.431.wav,YES,YES,YES,YES,1.86,-100.0,-49.96833419799805,-5,3.74
NDU_4,recording_verval_resp_a_2025-01-02_15h51.32.038.wav,NO,NO,NO,NO,2.04,-100.0,-51.77186584472656,-5,3.59
NDU_4,recording_verval_resp_a_2025-01-02_15h51.34.638.wav,NO,NO,NO,NO,3.06,-100.0,-54.60240173339844,-5,3.72
NDU_4,recording_verval_resp_a_2025-01-02_15h51.37.244.wav,NO_RESPOND,NO_RESPOND,NO_RESPOND,NO_RESPOND,0.01,-100.0,-67.38643646240234,-5,3.75
