back_rows,counter,block_notice,session_typy_block,NO,block,session_typy,numbers_v,corr_respond_v,numbers_a,corr_respond_a,trials_all.thisRepN,trials_all.thisTrialN,trials_all.thisN,trials_all.thisIndex,trials_rows.thisRepN,trials_rows.thisTrialN,trials_rows.thisN,trials_rows.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,nasa_loop.thisRepN,nasa_loop.thisTrialN,nasa_loop.thisN,nasa_loop.thisIndex,thisRow.t,notes,instructions.started,instructionsTxt.started,fix_stimulus_2.started,fix_stimulus_2.stopped,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,n_choose.started,dual_box.started,dual_box.stopped,model_choosing.started,sa_img.started,dual_img.started,sv_img.started,sa_text.started,dual_text.started,sv_text.started,sa_t.started,sv_t.started,dual_t.started,n_choose.stopped,model_choosing.x,model_choosing.y,model_choosing.leftButton,model_choosing.midButton,model_choosing.rightButton,model_choosing.clicked_name,block_notice.started,notice_textbox.started,text_2.started,text_2.stopped,key_resp_3.started,block_notice.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,fixation.started,fix.started,frame_fix.started,key_not_left_2.started,key_not_right_2.started,fix.stopped,frame_fix.stopped,key_not_left_2.stopped,key_not_right_2.stopped,fixation.stopped,stimulus_setting.started,stimulus_setting.stopped,trial.started,trial_counter_2.started,trial_counter_2.stopped,fix_stimulus.started,key_resp_v.started,stimulus_block.started,frame_trial.started,key_not_left.started,key_not_right.started,stimulus_block.stopped,trial.stopped,key_resp_v.keys,verval_resp_a.clip,feedback.started,trial_counter_f.started,trial_counter_f.stopped,fix_stimulus_feedback.started,fix_stimulus_feedback.stopped,frame_trial_2.started,frame_trial_2.stopped,feedback.stopped,RT_visual,trial-state_adudio,correct_visual,correct_visual_target,correct_visual_none-target,trial-state_visual,Block_name,Session,key_resp_v.rt,key_resp_v.duration,oral_resp_a.rt,oral_resp_a.keys,length_original_audio,end_block.started,key_resp_2.started,end_block_message.started,end_block_message.stopped,end_block.stopped,key_resp_2.keys,NASA.started,form.started,mouse_4.started,nasa_title.started,NASA.stopped,form.index,form.itemText,form.type,form.font,form.markerColor,form.response,form.rt,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,scale_sub_box.started,stimulus_audio.started,verval_resp_a.started,key_resp_2.rt,key_resp_2.duration,end.started,text.started,key_resp_4.started,end.stopped,key_resp_4.keys,Group,ID,First_Language,date,expName,psychopyVersion,frameRate,expStart,Unnamed: 153
210:252,2/2,2-,single,240.0,2/2,single,5.0,l,5.0,l,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,29.0,29.0,29.0,,,,,266.1261777000036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.02112950000446,266.021267300006,266.021276399988,266.1261777000036,266.1261777000036,266.1261777000036,266.1261777000036,266.1261777000036,266.1261777000036,266.1261777000036,266.1261777000036,266.627553600003,268.5133073999896,l,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h36.57.206.wav,268.5138059000019,268.71143900000607,268.71143900000607,268.71143900000607,268.71143900000607,268.71143900000607,268.71143900000607,268.6051284999994,608.0,Audio OUT!,1.0,1.0,0.0,target,2/2,sv_t,0.6084213999856729,,0.001,UNKNOWN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
210:252,2/2,2-,single,241.0,2/2,single,7.0,a,3.0,a,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,30.0,30.0,30.0,,,,,268.71143900000607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,268.60539149999386,268.6055339000013,268.60554309998406,268.71143900000607,268.71143900000607,268.71143900000607,268.71143900000607,268.71143900000607,268.71143900000607,268.71143900000607,268.71143900000607,269.2132799999963,271.0993262999982,a,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h36.59.791.wav,271.09983200000715,271.2991425000073,271.2991425000073,271.2991425000073,271.2991425000073,271.2991425000073,271.2991425000073,271.1949640999956,650.0,Audio OUT!,1.0,0.0,1.0,non-target,2/2,sv_t,0.6500006999995094,,0.001,UNKNOWN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
210:252,2/2,2-,single,242.0,2/2,single,1.0,a,1.0,a,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,31.0,31.0,31.0,,,,,271.2991425000073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271.1952834999829,271.19543940000585,271.1954487999901,271.2991425000073,271.2991425000073,271.2991425000073,271.2991425000073,271.2991425000073,271.2991425000073,271.2991425000073,271.2991425000073,271.79919180000434,273.6851623999828,a,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h37.02.378.wav,273.68566210000427,273.8823612999986,273.8823612999986,273.8823612999986,273.8823612999986,273.8823612999986,273.8823612999986,273.77651339999284,752.0,Audio OUT!,1.0,0.0,1.0,non-target,2/2,sv_t,0.7520136999955866,,0.001,UNKNOWN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
210:252,2/2,2-,single,243.0,2/2,single,7.0,l,8.0,a,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,32.0,32.0,32.0,,,,,273.8823612999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,273.776772799989,273.7769139999873,273.7769227999961,273.8823612999986,273.8823612999986,273.8823612999986,273.8823612999986,273.8823612999986,273.8823612999986,273.8823612999986,273.8823612999986,274.38278859999264,276.2686277999892,l,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h37.04.961.wav,276.2691308000067,276.469474499987,276.469474499987,276.469474499987,276.469474499987,276.469474499987,276.469474499987,276.3642079999845,702.0,Audio OUT!,1.0,1.0,0.0,target,2/2,sv_t,0.7021239000023343,,0.001,UNKNOWN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
210:252,2/2,2-,single,244.0,2/2,single,1.0,l,2.0,a,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,33.0,33.0,33.0,,,,,276.469474499987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,276.36446710000746,276.3646055999852,276.3646141999925,276.469474499987,276.469474499987,276.469474499987,276.469474499987,276.469474499987,276.469474499987,276.469474499987,276.469474499987,276.97106700000586,278.8572326999856,l,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h37.07.550.wav,278.8578777000075,279.0550023999822,279.0550023999822,279.0550023999822,279.0550023999822,279.0550023999822,279.0550023999822,278.9488650999847,1098.0,Audio OUT!,1.0,1.0,0.0,target,2/2,sv_t,1.097835499997018,,0.001,UNKNOWN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
210:252,2/2,2-,single,245.0,2/2,single,4.0,a,8.0,l,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,34.0,34.0,34.0,,,,,279.0550023999822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278.9491221999924,278.9492663999845,278.9492754999956,279.0550023999822,279.0550023999822,279.0550023999822,279.0550023999822,279.0550023999822,279.0550023999822,279.0550023999822,279.0550023999822,279.5569778000063,281.4431043000077,a,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h37.10.136.wav,281.4436390000046,281.6567475000047,281.6567475000047,281.6567475000047,281.6567475000047,281.6567475000047,281.6567475000047,281.53853510000044,690.0,Audio OUT!,1.0,0.0,1.0,non-target,2/2,sv_t,0.6896416999807116,,0.001,UNKNOWN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
210:252,2/2,2-,single,246.0,2/2,single,8.0,a,2.0,l,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,35.0,35.0,35.0,,,,,281.6567475000047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281.5387952000019,281.53893509999034,281.53894460000447,281.6567475000047,281.6567475000047,281.6567475000047,281.6567475000047,281.6567475000047,281.6567475000047,281.6567475000047,281.6567475000047,282.1572623999964,284.02647019998403,a,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h37.12.718.wav,284.02697619999526,284.226067599986,284.226067599986,284.226067599986,284.226067599986,284.226067599986,284.226067599986,284.1179594999994,1267.0,Audio OUT!,1.0,0.0,1.0,non-target,2/2,sv_t,1.267160999996122,,0.001,UNKNOWN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
210:252,2/2,2-,single,247.0,2/2,single,4.0,l,8.0,l,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,36.0,36.0,36.0,,,,,284.226067599986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,284.11827869998524,284.11842359998263,284.1184327999945,284.226067599986,284.226067599986,284.226067599986,284.226067599986,284.226067599986,284.226067599986,284.226067599986,284.226067599986,284.7264232999878,286.61243069998454,l,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h37.15.305.wav,286.61294089999865,286.81334429999697,286.81334429999697,286.81334429999697,286.81334429999697,286.81334429999697,286.81334429999697,286.70789039999363,822.0,Audio OUT!,1.0,1.0,0.0,target,2/2,sv_t,0.8222699999751057,,0.001,UNKNOWN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
210:252,2/2,2-,single,248.0,2/2,single,1.0,a,7.0,a,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,37.0,37.0,37.0,,,,,286.81334429999697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,286.70815940000466,286.7083028999914,286.7083120000025,286.81334429999697,286.81334429999697,286.81334429999697,286.81334429999697,286.81334429999697,286.81334429999697,286.81334429999697,286.81334429999697,287.3147340999858,289.20096109999577,a,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h37.17.893.wav,289.2014959999942,289.3982067999896,289.3982067999896,289.3982067999896,289.3982067999896,289.3982067999896,289.3982067999896,289.2926507999946,924.0,Audio OUT!,1.0,0.0,1.0,non-target,2/2,sv_t,0.923600299982354,,0.001,UNKNOWN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
210:252,2/2,2-,single,249.0,2/2,single,5.0,a,4.0,a,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,38.0,38.0,38.0,,,,,289.3982067999896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.2929079000023,289.29304779999075,289.2930564999988,289.3982067999896,289.3982067999896,289.3982067999896,289.3982067999896,289.3982067999896,289.3982067999896,289.3982067999896,289.3982067999896,289.90078999998514,291.7867305999971,a,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h37.20.479.wav,291.78726529999403,292.00038230000064,292.00038230000064,292.00038230000064,292.00038230000064,292.00038230000064,292.00038230000064,291.8824742999859,1283.0,Audio OUT!,1.0,0.0,1.0,non-target,2/2,sv_t,1.2833891999907792,,0.001,UNKNOWN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
210:252,2/2,2-,single,250.0,2/2,single,8.0,a,7.0,l,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,39.0,39.0,39.0,,,,,292.00038230000064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291.8827373999811,291.88288689998444,291.8828958999948,292.00038230000064,292.00038230000064,292.00038230000064,292.00038230000064,292.00038230000064,292.00038230000064,292.00038230000064,292.00038230000064,292.50095899999724,294.37013480000314,l,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h37.23.062.wav,294.37064419998205,294.5696582999953,294.5696582999953,294.5696582999953,294.5696582999953,294.5696582999953,294.5696582999953,294.46231380000245,1882.0,Audio OUT!,0.0,0.0,0.0,non-target,2/2,sv_t,1.8819809000124224,,0.001,UNKNOWN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
210:252,2/2,2-,single,251.0,2/2,single,3.0,a,4.0,l,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,40.0,40.0,40.0,,,,,294.5696582999953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294.46257539998624,294.4627189000021,294.46272779998253,294.5696582999953,294.5696582999953,294.5696582999953,294.5696582999953,294.5696582999953,294.5696582999953,294.5696582999953,294.5696582999953,295.0701419999823,296.95601920000627,a,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h37.25.648.wav,296.95659149999847,297.1566108999832,297.1566108999832,297.1566108999832,297.1566108999832,297.1566108999832,297.1566108999832,297.0512639999797,1042.0,Audio OUT!,1.0,0.0,1.0,non-target,2/2,sv_t,1.0424539000086952,,0.001,UNKNOWN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
210:252,2/2,2-,single,252.0,2/2,single,6.0,a,2.0,a,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,41.0,41.0,41.0,,,,,297.1566108999832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,297.0515250999888,297.0516908999998,297.0517040999839,297.1566108999832,297.1566108999832,297.1566108999832,297.1566108999832,297.1566108999832,297.1566108999832,297.1566108999832,297.1566108999832,297.65841639999417,299.544118299993,a,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h37.28.236.wav,299.54469149999204,299.64131129998714,299.64131129998714,299.64131129998714,299.64131129998714,299.64131129998714,299.64131129998714,299.6358069999842,974.0,Audio OUT!,1.0,0.0,1.0,non-target,2/2,sv_t,0.974155099975178,,0.001,UNKNOWN,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
210:252,2/2,2-,single,,,,,,,,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,299.6359119999979,299.64131129998714,299.64131129998714,299.64131129998714,301.6280628999812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,301.7267099999881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,301.6287256999931,301.7267099999881,0.0181583999947179,301.7267099999881,309.03536310000345,1.0,"1. How much mental and perceptual activity was required (e.g., thinking, deciding, calculating, remembering, looking, searching, etc.)? ",slider,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,"2. How much physical activity was required (e.g. pushing, pulling, turning, controlling, activating. etc.)? ",slider,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3. How much time pressure did you feel due to the rate or pace at which the tasks or task elements occurred?,slider,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4. How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? ,slider,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5. How hard did you have to work (mentally and physically) to accomplish your level of performance?,slider,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,"6. How insecure, discouraged, irritated, stressed and annoyed did you feel during the task?",slider,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.010185185185185186],[0.019444444444444445],[1],[0],[0],[7.388503000023775],['scale_sub_box'],,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,309.1178138999967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309.036454599991,309.1178138999967,0.0009492999815847,309.1178138999967,310.786970199988,1.0,"1. How much mental and perceptual activity was required (e.g., thinking, deciding, calculating, remembering, looking, searching, etc.)? ",slider,,,0.4634947606910225,7.487071599985938,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,"2. How much physical activity was required (e.g. pushing, pulling, turning, controlling, activating. etc.)? ",slider,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3. How much time pressure did you feel due to the rate or pace at which the tasks or task elements occurred?,slider,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,4. How successful do you think you were in accomplishing the goals of the task set by the experimenter (or yourself)? ,slider,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,5. How hard did you have to work (mentally and physically) to accomplish your level of performance?,slider,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,"6. How insecure, discouraged, irritated, stressed and annoyed did you feel during the task?",slider,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,1.0,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[0.03796296296296296],[0.019444444444444445],[1],[0],[0],[1.7492745000054128],['scale_sub_box'],,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,2.0,0.0,2.0,0.0,310.8692653999897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310.7877641999803,310.8692653999897,0.0009699999936856,310.8692653999897,342.8183641000069,1.0,"1. How much mental and perceptual activity was required (e.g., thinking, deciding, calculating, remembering, looking, searching, etc.)? ",slider,,,0.861753044463325,12.158433299977332,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,"2. How much physical activity was required (e.g. pushing, pulling, turning, controlling, activating. etc.)? ",slider,,,0.3803030303030305,18.59423539999989,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,2.0,0.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3. How much time pressure did you feel due to the rate or pace at which the tasks or task elements occurred?,slider,,,0.5696969696969698,39.21103750000475,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
