back_rows,counter,block_notice,session_typy_block,NO,block,session_typy,numbers_v,corr_respond_v,numbers_a,corr_respond_a,trials_all.thisRepN,trials_all.thisTrialN,trials_all.thisN,trials_all.thisIndex,trials_rows.thisRepN,trials_rows.thisTrialN,trials_rows.thisN,trials_rows.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,nasa_loop.thisRepN,nasa_loop.thisTrialN,nasa_loop.thisN,nasa_loop.thisIndex,thisRow.t,notes,instructions.started,instructionsTxt.started,fix_stimulus_2.started,fix_stimulus_2.stopped,key_resp.started,instructions.stopped,key_resp.keys,key_resp.rt,key_resp.duration,n_choose.started,dual_box.started,dual_box.stopped,model_choosing.started,sa_img.started,dual_img.started,sv_img.started,sa_text.started,dual_text.started,sv_text.started,sa_t.started,sv_t.started,dual_t.started,n_choose.stopped,model_choosing.x,model_choosing.y,model_choosing.leftButton,model_choosing.midButton,model_choosing.rightButton,model_choosing.clicked_name,block_notice.started,notice_textbox.started,text_2.started,text_2.stopped,key_resp_3.started,block_notice.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,fixation.started,fix.started,frame_fix.started,key_not_left_2.started,key_not_right_2.started,fix.stopped,frame_fix.stopped,key_not_left_2.stopped,key_not_right_2.stopped,fixation.stopped,stimulus_setting.started,stimulus_setting.stopped,trial.started,trial_counter_2.started,trial_counter_2.stopped,fix_stimulus.started,key_resp_v.started,stimulus_block.started,frame_trial.started,key_not_left.started,key_not_right.started,stimulus_block.stopped,trial.stopped,key_resp_v.keys,verval_resp_a.clip,feedback.started,trial_counter_f.started,trial_counter_f.stopped,fix_stimulus_feedback.started,fix_stimulus_feedback.stopped,frame_trial_2.started,frame_trial_2.stopped,feedback.stopped,RT_visual,trial-state_adudio,correct_visual,correct_visual_target,correct_visual_none-target,trial-state_visual,Block_name,Session,key_resp_v.rt,key_resp_v.duration,end_block.started,key_resp_2.started,end_block_message.started,end_block_message.stopped,end_block.stopped,key_resp_2.keys,NASA.started,form.started,mouse_4.started,nasa_title.started,NASA.stopped,form.index,form.itemText,form.type,form.font,form.markerColor,form.response,form.rt,mouse_4.x,mouse_4.y,mouse_4.leftButton,mouse_4.midButton,mouse_4.rightButton,mouse_4.time,mouse_4.clicked_name,scale_sub_box.started,stimulus_audio.started,verval_resp_a.started,key_resp_2.rt,key_resp_2.duration,end.started,text.started,key_resp_4.started,end.stopped,key_resp_4.keys,Group,ID,First_Language,date,expName,psychopyVersion,frameRate,expStart,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009600999997928739,0.026648500002920628,0.026648500002920628,0.026648500002920628,0.026648500002920628,39.550889000005554,l,39.51493330000085,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,169,1/2,single,4,control,7,control,0,0,0,0,0,0,0,0,0,0,0,0,,,,,75.93627929998911,,,,,,,,,,,39.55152919999091,40.400063499982934,40.400063499982934,0.8141961999936029,40.400063499982934,40.400063499982934,40.400063499982934,40.400063499982934,40.400063499982934,40.400063499982934,40.400063499982934,40.400063499982934,40.400063499982934,72.63305219999165,-0.5916666666666667,-0.24537037037037038,1,0,0,sv_t,72.64047529999516,72.66520389998914,72.66520389998914,72.66520389998914,72.66520389998914,74.7679586999875,l,2.098349399981089,None,74.76834019998205,74.83524220000254,74.83524220000254,74.83524220000254,74.83524220000254,75.93627929998911,75.93627929998911,75.93627929998911,75.93627929998911,75.82171249997918,75.86008579999907,75.860417399992,75.86043209998752,75.93627929998911,75.93627929998911,75.93627929998911,75.93627929998911,75.93627929998911,75.93627929998911,75.93627929998911,75.93627929998911,76.4380378999922,78.35724899999332,None,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h33.47.050.wav,78.3577995999949,78.52222260000417,78.52222260000417,78.52222260000417,78.52222260000417,78.52222260000417,78.52222260000417,78.41606069999398,[],Audio OUT!,0,0,0,control,1/2,sv_t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,170,1/2,single,5,control,1,control,0,0,0,0,0,0,0,0,0,1,1,1,,,,,78.52222260000417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.41637150000315,78.41653129999759,78.41654049998033,78.52222260000417,78.52222260000417,78.52222260000417,78.52222260000417,78.52222260000417,78.52222260000417,78.52222260000417,78.52222260000417,79.02424189998419,80.91029319999507,None,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h33.49.603.wav,80.91071450000163,81.1239360999898,81.1239360999898,81.1239360999898,81.1239360999898,81.1239360999898,81.1239360999898,81.0196323999844,[],Audio OUT!,0,0,0,control,1/2,sv_t,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,171,1/2,single,4,l,7,l,0,0,0,0,0,0,0,0,0,2,2,2,,,,,81.1239360999898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.01987489999738,81.02001310000196,81.02002199998242,81.1239360999898,81.1239360999898,81.1239360999898,81.1239360999898,81.1239360999898,81.1239360999898,81.1239360999898,81.1239360999898,81.62442249999731,83.50989439999103,l,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h33.52.202.wav,83.51048969998374,83.72675729999901,83.72675729999901,83.72675729999901,83.72675729999901,83.72675729999901,83.72675729999901,83.62254949999624,601.0,Audio OUT!,1,1,0,target,1/2,sv_t,0.6005493000266142,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,172,1/2,single,7,a,8,a,0,0,0,0,0,0,0,0,0,3,3,3,,,,,83.72675729999901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.62278030000743,83.62292199998046,83.62293099999079,83.72675729999901,83.72675729999901,83.72675729999901,83.72675729999901,83.72675729999901,83.72675729999901,83.72675729999901,83.72675729999901,84.22669999999925,86.11264129998744,a,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h33.54.805.wav,86.11321149999276,86.3293105000048,86.3293105000048,86.3293105000048,86.3293105000048,86.3293105000048,86.3293105000048,86.21351089997916,626.0,Audio OUT!,1,0,1,non-target,1/2,sv_t,0.6260588000004645,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,173,1/2,single,8,a,4,a,0,0,0,0,0,0,0,0,0,4,4,4,,,,,86.3293105000048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.21374289999949,86.21388649998698,86.21389529999578,86.3293105000048,86.3293105000048,86.3293105000048,86.3293105000048,86.3293105000048,86.3293105000048,86.3293105000048,86.3293105000048,86.82937269998365,88.69857459998457,a,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h33.57.391.wav,88.69907869998133,88.9147796999896,88.9147796999896,88.9147796999896,88.9147796999896,88.9147796999896,88.9147796999896,88.80431249999674,889.0,Audio OUT!,1,0,1,non-target,1/2,sv_t,0.8893935999949463,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,174,1/2,single,7,l,8,l,0,0,0,0,0,0,0,0,0,5,5,5,,,,,88.9147796999896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.80471500000567,88.80495499999961,88.8049733999942,88.9147796999896,88.9147796999896,88.9147796999896,88.9147796999896,88.9147796999896,88.9147796999896,88.9147796999896,88.9147796999896,89.41528319998179,91.30102869999246,l,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h33.59.993.wav,91.30153219998465,91.51826680000522,91.51826680000522,91.51826680000522,91.51826680000522,91.51826680000522,91.51826680000522,91.40035169999464,746.0,Audio OUT!,1,1,0,target,1/2,sv_t,0.7459375000034925,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,175,1/2,single,2,a,4,l,0,0,0,0,0,0,0,0,0,6,6,6,,,,,91.51826680000522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.40062070000567,91.40076089999638,91.40077059998293,91.51826680000522,91.51826680000522,91.51826680000522,91.51826680000522,91.51826680000522,91.51826680000522,91.51826680000522,91.51826680000522,92.01818300000741,93.887026899989,a,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h34.02.579.wav,93.88752729998669,94.08711639998364,94.08711639998364,94.08711639998364,94.08711639998364,94.08711639998364,94.08711639998364,93.9828806000005,901.0,Audio OUT!,1,0,1,non-target,1/2,sv_t,0.9011685999867041,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,176,1/2,single,7,l,7,a,0,0,0,0,0,0,0,0,0,7,7,7,,,,,94.08711639998364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.9831797000079,93.98332699999446,93.98333610000554,94.08711639998364,94.08711639998364,94.08711639998364,94.08711639998364,94.08711639998364,94.08711639998364,94.08711639998364,94.08711639998364,94.58995429999777,96.47575429998687,l,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h34.05.168.wav,96.4763241999899,96.67319999999017,96.67319999999017,96.67319999999017,96.67319999999017,96.67319999999017,96.67319999999017,96.56862429998,895.0,Audio OUT!,1,1,0,target,1/2,sv_t,0.8950863000063691,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,177,1/2,single,7,a,4,l,0,0,0,0,0,0,0,0,0,8,8,8,,,,,96.67319999999017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.56888479998452,96.56902490000357,96.56903389998479,96.67319999999017,96.67319999999017,96.67319999999017,96.67319999999017,96.67319999999017,96.67319999999017,96.67319999999017,96.67319999999017,97.17584059998626,99.06150539999362,l,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h34.07.754.wav,99.06200539998827,99.27520549998735,99.27520549998735,99.27520549998735,99.27520549998735,99.27520549998735,99.27520549998735,99.15680490000523,810.0,Audio OUT!,0,0,0,non-target,1/2,sv_t,0.8101090999844018,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,178,1/2,single,2,a,2,a,0,0,0,0,0,0,0,0,0,9,9,9,,,,,99.27520549998735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1570628999907,99.1571927999903,99.15720169999986,99.27520549998735,99.27520549998735,99.27520549998735,99.27520549998735,99.27520549998735,99.27520549998735,99.27520549998735,99.27520549998735,99.77554060000693,101.64464479999151,a,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h34.10.337.wav,101.64517559998785,101.86112859999412,101.86112859999412,101.86112859999412,101.86112859999412,101.86112859999412,101.86112859999412,101.74387760000536,534.0,Audio OUT!,1,0,1,non-target,1/2,sv_t,0.5343060999875888,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,179,1/2,single,6,a,1,a,0,0,0,0,0,0,0,0,0,10,10,10,,,,,101.86112859999412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.74413539998932,101.74426770000719,101.7442766999884,101.86112859999412,101.86112859999412,101.86112859999412,101.86112859999412,101.86112859999412,101.86112859999412,101.86112859999412,101.86112859999412,102.3614430000016,104.2305456000031,a,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h34.12.923.wav,104.23108669999056,104.43165270000463,104.43165270000463,104.43165270000463,104.43165270000463,104.43165270000463,104.43165270000463,104.32630270000664,929.0,Audio OUT!,1,0,1,non-target,1/2,sv_t,0.9290893000143114,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,180,1/2,single,2,l,3,a,0,0,0,0,0,0,0,0,0,11,11,11,,,,,104.43165270000463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.32655959998374,104.32670279999729,104.32671229998232,104.43165270000463,104.43165270000463,104.43165270000463,104.43165270000463,104.43165270000463,104.43165270000463,104.43165270000463,104.43165270000463,104.93295919999946,106.81907050000154,l,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h34.15.511.wav,106.81956340000033,107.01763449999271,107.01763449999271,107.01763449999271,107.01763449999271,107.01763449999271,107.01763449999271,106.91128959998605,724.0,Audio OUT!,1,1,0,target,1/2,sv_t,0.7237129999848548,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,181,1/2,single,1,a,1,l,0,0,0,0,0,0,0,0,0,12,12,12,,,,,107.01763449999271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.91154939998523,106.91168839999591,106.91169730000547,107.01763449999271,107.01763449999271,107.01763449999271,107.01763449999271,107.01763449999271,107.01763449999271,107.01763449999271,107.01763449999271,107.51888109999709,109.40485530000296,a,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h34.18.097.wav,109.4053600000043,109.61876660000416,109.61876660000416,109.61876660000416,109.61876660000416,109.61876660000416,109.61876660000416,109.50011289998656,1131.0,Audio OUT!,1,0,1,non-target,1/2,sv_t,1.1313745999941602,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,182,1/2,single,5,a,3,l,0,0,0,0,0,0,0,0,0,13,13,13,,,,,109.61876660000416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.5003722999827,109.50051829998847,109.50052750000032,109.61876660000416,109.61876660000416,109.61876660000416,109.61876660000416,109.61876660000416,109.61876660000416,109.61876660000416,109.61876660000416,110.11920459999237,111.99094920000061,a,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h34.20.683.wav,111.99145979998866,112.18839189998107,112.18839189998107,112.18839189998107,112.18839189998107,112.18839189998107,112.18839189998107,112.08301519998349,1626.0,Audio OUT!,1,0,1,non-target,1/2,sv_t,1.6255299000185914,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,183,1/2,single,4,a,2,a,0,0,0,0,0,0,0,0,0,14,14,14,,,,,112.18839189998107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.08327529998496,112.08341479999945,112.08342569999513,112.18839189998107,112.18839189998107,112.18839189998107,112.18839189998107,112.18839189998107,112.18839189998107,112.18839189998107,112.18839189998107,112.69073519998346,114.5767610000039,a,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h34.23.269.wav,114.57726649998222,114.79069999998319,114.79069999998319,114.79069999998319,114.79069999998319,114.79069999998319,114.79069999998319,114.67184279998764,1643.0,Audio OUT!,1,0,1,non-target,1/2,sv_t,1.6425711000047158,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,184,1/2,single,5,l,3,l,0,0,0,0,0,0,0,0,0,15,15,15,,,,,114.79069999998319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.67213130000164,114.67228589998558,114.67229699998279,114.79069999998319,114.79069999998319,114.79069999998319,114.79069999998319,114.79069999998319,114.79069999998319,114.79069999998319,114.79069999998319,115.29102069998044,117.16029279999202,l,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h34.25.853.wav,117.16083269999945,117.3765362999984,117.3765362999984,117.3765362999984,117.3765362999984,117.3765362999984,117.3765362999984,117.25270739998086,898.0,Audio OUT!,1,1,0,target,1/2,sv_t,0.8982197000004817,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,185,1/2,single,4,l,6,a,0,0,0,0,0,0,0,0,0,16,16,16,,,,,117.3765362999984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.25299639999866,117.25315390000469,117.25316480000038,117.3765362999984,117.3765362999984,117.3765362999984,117.3765362999984,117.3765362999984,117.3765362999984,117.3765362999984,117.3765362999984,117.87694839999313,119.74600569999893,l,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h34.28.438.wav,119.7465028000006,119.94817950000288,119.94817950000288,119.94817950000288,119.94817950000288,119.94817950000288,119.94817950000288,119.8418260999897,1591.0,Audio OUT!,1,1,0,target,1/2,sv_t,1.591031899995869,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,186,1/2,single,3,a,1,a,0,0,0,0,0,0,0,0,0,17,17,17,,,,,119.94817950000288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.8420863999927,119.84223320000456,119.84224189998349,119.94817950000288,119.94817950000288,119.94817950000288,119.94817950000288,119.94817950000288,119.94817950000288,119.94817950000288,119.94817950000288,120.44859369998449,122.33470149998902,a,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h34.31.027.wav,122.33547659998294,122.5330175999843,122.5330175999843,122.5330175999843,122.5330175999843,122.5330175999843,122.5330175999843,122.42716689998633,1173.0,Audio OUT!,1,0,1,non-target,1/2,sv_t,1.1726807999948505,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,187,1/2,single,7,a,6,l,0,0,0,0,0,0,0,0,0,18,18,18,,,,,122.5330175999843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.42745379998814,122.42761230000178,122.42762189998757,122.5330175999843,122.5330175999843,122.5330175999843,122.5330175999843,122.5330175999843,122.5330175999843,122.5330175999843,122.5330175999843,123.03505659999792,124.92084679999971,a,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h34.33.613.wav,124.92156620000605,125.13459339999827,125.13459339999827,125.13459339999827,125.13459339999827,125.13459339999827,125.13459339999827,125.01676070000394,960.0,Audio OUT!,1,0,1,non-target,1/2,sv_t,0.95959959999891,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,188,1/2,single,3,l,1,l,0,0,0,0,0,0,0,0,0,19,19,19,,,,,125.13459339999827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.0170167000033,125.01718789999723,125.01719729998149,125.13459339999827,125.13459339999827,125.13459339999827,125.13459339999827,125.13459339999827,125.13459339999827,125.13459339999827,125.13459339999827,125.6347570999933,127.5039523000014,l,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h34.36.197.wav,127.50445710000349,127.70348239998566,127.70348239998566,127.70348239998566,127.70348239998566,127.70348239998566,127.70348239998566,127.5956368999905,781.0,Audio OUT!,1,1,0,target,1/2,sv_t,0.7808356000168715,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,189,1/2,single,7,l,7,a,0,0,0,0,0,0,0,0,0,20,20,20,,,,,127.70348239998566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.59592669998528,127.59608359998674,127.5960942999809,127.70348239998566,127.70348239998566,127.70348239998566,127.70348239998566,127.70348239998566,127.70348239998566,127.70348239998566,127.70348239998566,128.20385089999763,130.08976519998396,l,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h34.38.782.wav,130.09032689998276,130.29160949998186,130.29160949998186,130.29160949998186,130.29160949998186,130.29160949998186,130.29160949998186,130.18566809999174,883.0,Audio OUT!,1,1,0,target,1/2,sv_t,0.8831043999816757,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,190,1/2,single,2,a,1,l,0,0,0,0,0,0,0,0,0,21,21,21,,,,,130.29160949998186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.18596010000329,130.1861188999901,130.18612919998122,130.29160949998186,130.29160949998186,130.29160949998186,130.29160949998186,130.29160949998186,130.29160949998186,130.29160949998186,130.29160949998186,130.79208099999232,132.67819459998282,a,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h34.41.370.wav,132.6787389999954,132.8761065999861,132.8761065999861,132.8761065999861,132.8761065999861,132.8761065999861,132.8761065999861,132.77013799999258,1441.0,Audio OUT!,1,0,1,non-target,1/2,sv_t,1.4413823999930173,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
168:210,1/2,2-,single,191,1/2,single,4,a,6,a,0,0,0,0,0,0,0,0,0,22,22,22,,,,,132.8761065999861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.7703945999965,132.77052699998603,132.77053619999788,132.8761065999861,132.8761065999861,132.8761065999861,132.8761065999861,132.8761065999861,132.8761065999861,132.8761065999861,132.8761065999861,133.37817989999894,135.26405519997934,a,C:\Users\lujun\Desktop\01_n_back\data/N_6_n_back_2_2025-01-02_15h32.07.781_verval_resp_a_recorded\recording_verval_resp_a_2025-01-02_15h34.43.956.wav,135.2645848999964,135.47851049999008,135.47851049999008,135.47851049999008,135.47851049999008,135.47851049999008,135.47851049999008,135.36004179998417,1065.0,Audio OUT!,1,0,1,non-target,1/2,sv_t,1.0651520999963395,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,6,普通话,2025-01-02_15h32.07.781,n_back_2,2023.2.1,59.72192277931209,2025-01-02 15h32.28.701998 +0800,
